"idcom";"medIncome_EMP";"medIncome_OUV";"medIncome_INT";"medIncome_ART";"medIncome_CAD";"avgIncome_EMP";"avgIncome_OUV";"avgIncome_INT";"avgIncome_ART";"avgIncome_CAD";"stdIncome_EMP";"stdIncome_OUV";"stdIncome_INT";"stdIncome_ART";"stdIncome_CAD";"share_EMP";"share_OUV";"share_INT";"share_ART";"share_CAD";"distribution";"optgaussian";"optlognormal";"year"
"77463";21209.8104841931;41061.0188110787;55543.8168769369;57763.1394872063;73520.0776743909;21209.8104841931;41061.0188110787;55543.8168769369;57763.1394872063;73520.0776743909;9048.74212116093;7640.8430078129;6181.76480270057;5854.75648246978;6067.15017077834;0.323028391167192;0.267507886435331;0.128706624605678;0.0706624605678233;0.210094637223975;"gaussian";-7.06535822362814e-13;-4.62171804935211e-12;2011
"77464";17558.5885303959;29953.5037164978;44346.220436471;60332.8041993328;68759.6783049716;17558.5885303959;29953.5037164978;44346.220436471;60332.8041993328;68759.6783049716;7258.37941156645;9841.05802674635;7052.0513551522;7857.08130573851;5266.89160956609;0.287763713080169;0.30464135021097;0.176371308016878;0.189873417721519;0.0413502109704641;"gaussian";-1.06422318846345e-11;-1.68584258708841e-11;2011
"77468";19653.3558503701;25369.4812512581;26408.3165907919;31729.1224526121;33580.9961971023;19757.9090447058;28667.9639670558;51399.1659092032;93343.7061034827;43007.9913023835;2040.71851130697;15086.5443376929;85825.5397759723;258255.883451248;34413.226154304;0.0283658955284885;0.192021580969509;0.284885146734243;0.157688220387476;0.337039156380283;"lognormal";-9.99388032253984e-12;-5.5288656848476e-12;2011
"77470";17329.3023809725;34212.8283114608;46482.9672267616;57405.8475266607;62590.3418473422;17329.3023809725;34212.8283114608;46482.9672267616;57405.8475266607;62590.3418473422;7290.13752574817;8661.76618241068;5289.248415152;5986.623564574;6129.30168190489;0.324539571926331;0.29641612742658;0.146590343454455;0.0395719263315082;0.192882030861125;"gaussian";-2.05704745876393e-13;-7.95943514189545e-13;2011
"77475";20461.9005508125;38181.1936292648;45701.8969739676;54133.9210671037;63440.0932727903;20461.9005508125;38181.1936292648;45701.8969739676;54133.9210671037;63440.0932727903;8600.50965838134;7643.34621754289;4396.52814593911;6703.68303728104;4431.30885717273;0.331230283911672;0.315851735015773;0.0343059936908517;0.189668769716088;0.128943217665615;"gaussian";-7.16918999178641e-13;-1.63815605504807e-12;2011
"77479";18138.752356261;29318.7647663206;43789.7797950059;54796.1450052708;64621.8535919636;18138.752356261;29318.7647663206;43789.7797950059;54796.1450052708;64621.8535919636;8092.0137155205;6709.63232296705;7753.70710714161;2510.91140259802;6010.91764502227;0.30802103879027;0.181130834976989;0.286817882971729;0.0440499671268902;0.179980276134122;"gaussian";-8.4888074020995e-13;-2.5737714778259e-12;2011
"77482";15822.6548186197;27724.5336524835;33425.761232491;37863.5693271186;45703.2522955152;15822.6548186197;27724.5336524835;33425.761232491;37863.5693271186;45703.2522955152;5506.66914931594;6348.56738712675;5215.95895639999;2197.65456164413;6573.89512219197;0.341754385964912;0.299649122807018;0.0392982456140351;0.0708771929824561;0.248421052631579;"gaussian";-3.93608979649582e-13;-9.6988887372117e-12;2011
"77487";22665.5060463474;37707.2945680858;45175.5356253293;54519.2001560491;69782.2272042619;22665.5060463474;37707.2945680858;45175.5356253293;54519.2001560491;69782.2272042619;9494.2345094042;7669.58257383606;3947.15606800273;7503.67514563846;4643.19290927313;0.336564351103931;0.201938610662359;0.042182732005026;0.265661461138036;0.153652845090648;"gaussian";-1.02472645067887e-12;-2.2356165329812e-12;2011
"77491";19186.9524777681;27516.0803800821;37201.0507647544;46469.5613054186;64952.5260583758;19186.9524777681;27516.0803800821;37201.0507647544;46469.5613054186;64952.5260583758;7695.23864002526;3255.6337210536;7315.33674366772;4457.69057613611;5099.6160094887;0.334533993696533;0.0360198108959928;0.238631247185952;0.110310670868978;0.280504277352544;"gaussian";-1.5276795227197e-12;-6.47456989314563e-12;2011
"77493";20298.3212093617;35452.6037217019;35982.2422000288;44997.4886506125;56926.0007802466;20298.3212093617;35452.6037217019;35982.2422000288;44997.4886506125;56926.0007802466;7854.1201569983;4727.65993059716;3140.36788054364;4903.79496861374;7452.25545593913;0.39030159668835;0.120047309284447;0.0283855706682436;0.221170904790065;0.240094618568894;"gaussian";-3.03874388509771e-13;-8.79425126482082e-12;2011
"77494";22262.6773616128;41121.9432464755;47612.5348548662;53577.5707084906;63019.1325634347;22262.6773616128;41121.9432464755;47612.5348548662;53577.5707084906;63019.1325634347;8620.06147184104;7605.23067317151;2241.406978893;5986.34253142794;5746.02823442184;0.307747489239598;0.304878048780488;0.0652797704447633;0.175035868005739;0.147058823529412;"gaussian";-1.36069113170239e-12;-1.08543077006166e-11;2011
"77495";22901.3584480435;42169.604283154;48252.0937002301;54177.8719918579;65148.3037392795;22901.3584480435;42169.604283154;48252.0937002301;54177.8719918579;65148.3037392795;8862.24207821488;7512.2103535682;2259.00673253834;5241.4973013401;5402.49875074625;0.334919690660321;0.279595478881618;0.0368828078524688;0.160023795359905;0.188578227245687;"gaussian";-1.89753179611926e-12;-7.19228088173418e-12;2011
"77513";15337.9741610402;27798.9389266579;34267.1494727153;39346.4741600596;53530.8945540082;15337.9741610402;27798.9389266579;34267.1494727153;39346.4741600596;53530.8945540082;6589.88695580339;8733.29229276772;3735.95426567873;5177.38198493449;7853.53400691301;0.247466216216216;0.298564189189189;0.0304054054054054;0.14527027027027;0.278293918918919;"gaussian";-4.26820363512381e-13;-6.08006315034526e-12;2011
"77514";17118.8141485393;29005.7931924442;41148.889959559;45207.6319539029;54610.5856368296;17118.8141485393;29005.7931924442;41148.889959559;45207.6319539029;54610.5856368296;8739.64313729658;7703.71462482812;4843.45513797197;5816.92048652723;7084.53492024717;0.319522036002483;0.302917442582247;0.125853507138423;0.037243947858473;0.214463066418374;"gaussian";-7.69402679373878e-13;-2.41454002168833e-12;2011
"77533";28562.5756442352;37528.4696337484;38679.7277305777;42487.0488796958;51034.6620852519;69466.9686933857;53293.4171093731;78496.216123376;50765.0801578022;53030.4723883797;154008.414171894;53734.6267754684;138616.84873754;33197.1972863994;14975.1957236955;0.0813559322033898;0.24406779661017;0.0949152542372881;0.298305084745763;0.28135593220339;"lognormal";-4.34130334380901e-12;-1.93638787703465e-12;2011
"78003";20807.9226178168;30369.2056222101;37788.7444325231;50916.3959386129;66081.6933859701;20807.9226178168;30369.2056222101;37788.7444325231;50916.3959386129;66081.6933859701;8807.59309241696;3618.28924995022;6267.29574706533;7537.89110285824;6807.1022304926;0.310344827586207;0.0380499405469679;0.167063020214031;0.293697978596908;0.190844233055886;"gaussian";-1.1776682202726e-13;-1.20920045190388e-12;2011
"78005";17430.6813085377;30246.0159189999;40278.8998941779;44821.1927648336;59387.7611038983;17430.6813085377;30246.0159189999;40278.8998941779;44821.1927648336;59387.7611038983;7298.55667372048;7439.40473020077;3910.30989767611;6272.88960316777;6049.86165031791;0.325483840213557;0.29059014205358;0.0285060539612928;0.174849842692344;0.180570121079226;"gaussian";-3.16520193166828e-13;-6.44334286301467e-13;2011
"78015";32981.4621108081;33985.6308447073;37572.6755012201;47294.0190696394;54921.1057031376;47847.2995567944;48316.0599061878;44888.9078220864;51286.0386158462;55395.2317696435;50288.0944799023;48823.639551434;29345.1609365657;21512.1489554449;7294.57418421561;0.308853118712274;0.235077129443327;0.311200536552649;0.105298457411133;0.039570757880617;"lognormal";-2.24539935407648e-12;-1.43941405217231e-12;2011
"78029";16890.3759236932;27115.4886274189;38323.279391095;41388.6293126643;52812.7707089931;16890.3759236932;27115.4886274189;38323.279391095;41388.6293126643;52812.7707089931;7291.77746799588;7201.13475927711;4306.79636247456;2699.34942083061;7955.61259539425;0.315585046123968;0.287425149700599;0.118142094189998;0.0302637967308626;0.248583913254572;"gaussian";-4.47279460753197e-13;-3.93626293134227e-12;2011
"78030";44311.9292520276;46007.4818166768;47636.5939024707;48652.9737174322;53897.4388834076;44549.877017831;113884.593788679;95225.3847266798;52761.4713775216;85083.7379918859;4623.00363385343;257876.437497823;164824.854194241;22135.9894817692;103929.382096093;0.0976645435244161;0.169851380042463;0.0849256900212314;0.340764331210191;0.306794055201699;"lognormal";-1.73424159933777e-11;-7.73121771733492e-13;2011
"78043";25443.0855860439;39313.8797570945;48815.8268010189;61052.5417512947;74571.0710693745;25736.8117765037;69215.2114278417;65973.6798718172;93749.5435235941;76935.909665602;3921.98573026717;100293.778437666;59978.089276876;109246.562663355;19528.8102824192;0.0461538461538462;0.0479289940828402;0.268639053254438;0.50887573964497;0.128402366863905;"lognormal";-4.73444422479559e-11;-3.146936737048e-12;2011
"78062";25243.2220380188;46146.5863633698;54302.5481948427;57412.1826212489;70633.6072022458;25243.2220380188;46146.5863633698;54302.5481948427;57412.1826212489;70633.6072022458;9702.62064666449;7202.3394354075;2295.84238393971;3832.68570552856;6619.12840011268;0.334063260340633;0.295863746958637;0.0369829683698297;0.101459854014599;0.231630170316302;"gaussian";-3.08171708110907e-12;-6.51496895500562e-12;2011
"78073";24369.3809025129;33155.3733401122;33474.2967218457;38402.1867520856;49307.8327771631;26412.5048896385;46775.3131231172;54206.8926610628;66136.2340042273;51203.5630950072;11039.9439325259;46548.6559882838;69043.5493433088;92731.6738427373;14334.4224295584;0.279903285450149;0.259991466363248;0.111932868724221;0.0409614564073389;0.307210923055042;"lognormal";-1.54484189405784e-12;-8.09892091294084e-13;2011
"78087";28212.997123763;50149.5989349335;60131.556731984;62639.7705202401;77712.8967828453;28212.997123763;50149.5989349335;60131.556731984;62639.7705202401;77712.8967828453;9949.80472299457;5876.69066983461;5310.29041090608;4747.48496174812;6806.67263263464;0.340110905730129;0.275415896487985;0.044362292051756;0.0951940850277264;0.244916820702403;"gaussian";-9.23741417796792e-12;-1.50481607618828e-11;2011
"78089";16297.109612198;19575.8385857034;19819.9289699826;32556.0166021393;47536.1516879904;16297.109612198;19575.8385857034;19819.9289699826;32556.0166021393;47536.1516879904;7275.32370112541;2144.39644399443;6667.01403922597;6274.83969529138;8084.80512848848;0.355875299760192;0.045083932853717;0.0858513189448441;0.258513189448441;0.254676258992806;"gaussian";-4.47184243581966e-12;-5.60583703787848e-12;2011
"78090";18905.7910117882;36166.3306879009;48766.7852086412;58352.3418069544;71573.2084749161;18905.7910117882;36166.3306879009;48766.7852086412;58352.3418069544;71573.2084749161;6886.31455811895;9727.81371967283;5581.92661435237;2913.11344881021;6287.03039003816;0.272727272727273;0.257575757575758;0.15530303030303;0.0606060606060606;0.253787878787879;"gaussian";-9.15074362556702e-13;-8.63408785188013e-12;2011
"78092";31310.46576856;33633.844060952;33711.4307949185;40840.7876127576;45995.9862557996;31494.1964527867;46340.7535393686;44696.4974716187;63355.946081025;74382.5432588329;3416.86478068134;43922.0482846101;38911.4706115193;75137.6881102878;94532.6788566125;0.0449333021296513;0.369763632108589;0.272408144161011;0.227708869646618;0.0851860519541306;"lognormal";-1.54450057290343e-11;-1.3847798758087e-12;2011
"78117";31480.2357059844;51062.9745763202;52700.6740720315;58134.1768890163;76677.5818604305;38192.8087529569;76552.5699850252;83394.8548901256;85232.8190363577;77854.128591161;26237.3838569206;85504.0970458464;102275.836391605;91384.740426852;13690.7309658959;0.447619047619048;0.166666666666667;0.0523809523809524;0.292063492063492;0.0412698412698413;"lognormal";-2.39331853351484e-11;-2.10201324743264e-12;2011
"78118";19348.284632256;34674.5160908685;40085.0093488038;42074.5801897946;45954.0931926865;20456.5143740965;47463.8073546196;65971.4723609309;73796.3696397557;47539.0433159346;7022.17722580921;44365.8002814686;86234.1233953464;106336.247094956;12592.8462767925;0.174825174825175;0.262237762237762;0.216783216783217;0.0594405594405594;0.286713286713287;"lognormal";-6.82126603627643e-12;-3.66696104167136e-12;2011
"78123";15981.8147698678;26283.8514132989;40178.4655582005;54838.6604879557;59640.2120877103;15981.8147698678;26283.8514132989;40178.4655582005;54838.6604879557;59640.2120877103;7937.07235780182;7926.8842732174;5967.9176648367;7910.26139952653;4223.2710806015;0.31010411736867;0.269522006625651;0.190960719356365;0.193918599148131;0.0354945575011832;"gaussian";-1.33097211419688e-12;-3.33739390613011e-12;2011
"78124";25362.9775622164;33835.2161315045;40825.8989662125;48869.947862527;57456.2123322085;31412.3943718676;62382.6970613059;75186.7457328847;62846.1116480669;59586.568050648;22952.8993407253;96628.9042341118;116276.010915222;50814.5790256364;16376.0727095764;0.367754272738138;0.262818214413768;0.121070873670372;0.204732879168161;0.0436237600095614;"lognormal";-8.45769887938041e-12;-9.56304993682881e-13;2011
"78126";30250.9905664941;34179.5570185086;35598.2641719393;35993.5366817003;41847.1672877935;40339.4184572307;46385.7909922772;48311.9369099824;49107.1727467993;56716.6958789518;35585.6275598369;42558.2269236539;44327.0186859371;45577.2967276931;51886.2538388862;0.3484482063684;0.244961708988311;0.255743651753325;0.101370415155179;0.0494760177347844;"lognormal";-1.42226729198626e-12;-1.29454371335809e-12;2011
"78133";19062.3206339036;31770.5850517599;37252.6702488627;43552.5792880782;46117.7466389479;19220.9983574972;42191.8811352854;59556.7594598676;63148.5338895791;50787.5402573383;2485.20914546343;36869.7536580131;74289.0370223748;66300.5421116312;23426.7304215163;0.0717360114777618;0.397417503586801;0.197991391678623;0.27403156384505;0.0588235294117647;"lognormal";-5.81826528437238e-12;-6.56317520464397e-13;2011
"78138";13554.3779783845;24336.9981078804;35682.9154883474;45319.5142362714;65178.5026119947;13554.3779783845;24336.9981078804;35682.9154883474;45319.5142362714;65178.5026119947;8861.34453971684;8244.0753313601;2492.73144595325;6780.15527206659;5728.43035805225;0.245760795839928;0.344336423242143;0.0406963599366945;0.248473886502374;0.12073253447886;"gaussian";-1.87086927637878e-12;-2.56547951324015e-12;2011
"78146";24068.1667612489;33343.0203245552;35265.4489575723;35734.5521295932;35778.30401199;41170.6369290887;59062.7190011237;46999.0055019298;53133.4767445932;45538.9367099502;57138.257108687;86355.6803739318;41405.7063251719;58467.4116598897;35858.608934879;0.050220206402419;0.0750016433313613;0.268520344442253;0.196805363833563;0.409452441990403;"lognormal";-7.37730524317004e-12;-3.70644909132575e-13;2011
"78158";23641.9030377797;45882.8058258155;67220.0887685845;88373.6243143988;93054.6886244637;23641.9030377797;45882.8058258155;67220.0887685845;88373.6243143988;93054.6886244637;9782.76300295619;8795.15303024091;6330.76097241214;7841.75618577211;5011.19065521392;0.417157275021026;0.265769554247267;0.210751331651248;0.0599243061396131;0.0463975329408466;"gaussian";-2.12058056790676e-12;-2.71640205498347e-12;2011
"78160";20353.3888969259;36965.0775940204;39472.2365050131;44970.9825544449;48834.6219435506;20478.9228460758;56572.5830713692;60456.0564653175;71328.6721175497;51998.3516566809;2277.99600914163;65541.8674367014;70134.9659581854;87816.2008680707;19017.9070701284;0.0576318546978694;0.364303178484108;0.267900803353126;0.212713936430318;0.0974502270345791;"lognormal";-4.37042742503743e-12;-3.2535061517447e-12;2011
"78165";19453.7634108961;35693.4782173038;44398.1857664883;49270.7554647475;62476.8850118369;19453.7634108961;35693.4782173038;44398.1857664883;49270.7554647475;62476.8850118369;7940.9149685204;7677.75145411491;3062.31437812746;4735.88969413936;6114.70714363456;0.322882598398556;0.290177061012744;0.03326942596143;0.146272696515169;0.207398218112101;"gaussian";-3.31427994284602e-13;-3.59884251308781e-12;2011
"78168";18383.9823155793;23893.4428977632;38178.9362825432;50933.9727605792;62312.3295360909;18383.9823155793;23893.4428977632;38178.9362825432;50933.9727605792;62312.3295360909;7664.85642801592;3579.05778758835;6990.48795563527;5357.35305516242;4798.74033258592;0.346825734980827;0.0204516403919898;0.301235619940349;0.153813378781423;0.177673625905411;"gaussian";-1.01583973837826e-12;-4.45683133097422e-12;2011
"78172";18164.8735899776;29340.8689993024;41976.9521066844;50112.2756003886;65787.8951293379;18164.8735899776;29340.8689993024;41976.9521066844;50112.2756003886;65787.8951293379;8289.94856385887;8385.70266720653;7795.14193601906;974.196461126208;5505.77305364609;0.285065303804656;0.163600227143668;0.238387279954571;0.0375922771152754;0.275354911981828;"gaussian";-9.064158687619e-13;-1.48686290814999e-12;2011
"78190";37457.7043144062;45182.3946250078;48908.4187537374;50839.1809151674;59318.1732854813;55343.9752646491;69255.8284070476;75238.3485678797;80623.0043009314;94511.7237674855;60195.9141838756;80452.8915426663;87952.5004837791;99231.8481668602;117232.987329004;0.495993069092484;0.214641542126922;0.16525882607754;0.0602122590426684;0.0638943036603855;"lognormal";-1.19632594649041e-11;-6.73162200679688e-13;2011
"78206";20658.832240475;34258.6559094334;47950.1521647792;54606.0222920652;68815.597744713;20658.832240475;34258.6559094334;47950.1521647792;54606.0222920652;68815.597744713;8668.50220092204;6794.12630873116;8718.43835058393;2537.14371516619;6143.08419483986;0.313464608834486;0.160723789249601;0.251197445449707;0.0553485896753592;0.219265566790846;"gaussian";-3.03788979442062e-12;-5.2835649281096e-12;2011
"78208";17989.5541940434;25417.7418135182;35504.5423518566;52147.7701617438;65781.3563469261;17989.5541940434;25417.7418135182;35504.5423518566;52147.7701617438;65781.3563469261;7799.45801010349;4055.63061590375;8961.38342620346;8356.34448842611;4537.43503066802;0.291756118505796;0.0279805352798054;0.301059109775297;0.249463288965221;0.12974094747388;"gaussian";-2.99454995423544e-12;-5.83603710621795e-12;2011
"78217";19046.6045349134;25563.4125148454;37941.2467803132;52322.9469322708;66812.5356878871;19046.6045349134;25563.4125148454;37941.2467803132;52322.9469322708;66812.5356878871;7713.87283046658;1164.40958986059;7480.38088988495;6017.58168331293;5266.30825175126;0.286182056319581;0.045841519318926;0.279305828421742;0.194499017681729;0.194171578258022;"gaussian";-1.09935144834766e-12;-2.12790307981817e-11;2011
"78220";24737.4811742308;28884.9981419787;40922.9425038252;52645.1496694255;55971.166259279;31480.0016871318;54967.6018461941;53907.833532812;90757.5307139134;63380.4048409414;24775.7098617549;88995.5279573219;46225.203534222;127448.867872835;33673.7522656238;0.269478428847392;0.0524790727623954;0.297488731487444;0.265292981326465;0.115260785576304;"lognormal";-2.77294155519177e-12;-2.52151546167106e-12;2011
"78224";42663.9383419993;48039.679251095;51304.8758700645;73023.1611373664;82013.2646381216;68111.5471961876;64612.1502160182;78256.7140900441;73908.6784197567;84710.9246672908;84762.7667549797;58113.4759795384;90135.3806758068;11544.9295199108;21905.2512178234;0.0647754137115839;0.252009456264775;0.532387706855792;0.112529550827423;0.0382978723404255;"lognormal";-5.56746513059195e-11;-6.81347137902201e-13;2011
"78233";32242.5610331949;32435.7074565791;37619.9745076751;39429.8694377683;78248.2325411193;55955.2895042967;48917.8471442875;49137.6727618383;61332.1874318443;88501.5691461101;79365.4313849275;55225.4194127391;41288.8529766402;73072.9545288613;46767.2361633615;0.119601328903654;0.222591362126246;0.0598006644518272;0.0764119601328904;0.521594684385382;"lognormal";-2.05823617666816e-11;-8.75152807717189e-13;2011
"78238";17500.9232406708;25786.8197039015;40652.4339798685;41137.6606498629;59968.8463427075;17500.9232406708;25786.8197039015;40652.4339798685;41137.6606498629;59968.8463427075;9473.83794559395;7050.37614118509;8050.49322283517;6120.0659671099;7353.09598599533;0.181412639405204;0.26542750929368;0.28996282527881;0.0394052044609665;0.223791821561338;"gaussian";-1.17821684348173e-12;-2.9515384721995e-12;2011
"78242";17655.7256313421;33461.7561154908;46243.3674466584;47815.5483993443;64192.3747509058;17655.7256313421;33461.7561154908;46243.3674466584;47815.5483993443;64192.3747509058;7812.25821751305;8535.77278686239;4149.18487906194;3305.1673356345;4794.68646562157;0.283785788458686;0.28334075063047;0.104287197745142;0.0326361074024625;0.29595015576324;"gaussian";-3.2977793830123e-12;-3.50605841314943e-12;2011
"78251";41351.3934314141;48273.6348973714;54450.742958192;56201.6327988004;81811.1344922888;112291.738430048;88677.5080327164;73248.349034151;79139.1251830191;82504.5230926051;283505.102953794;136646.278619386;65908.1630263509;78456.6179613824;10764.4827553816;0.119603267211202;0.248541423570595;0.0816802800466744;0.509918319719953;0.0402567094515753;"lognormal";-3.61709179875258e-11;-5.19789341546466e-13;2011
"78255";18555.2713851125;23841.4554497689;35532.0094480734;39438.0737230719;55023.5196346015;18555.2713851125;23841.4554497689;35532.0094480734;39438.0737230719;55023.5196346015;7766.73375818473;3224.78844032396;6824.88688714117;4342.73004840932;7208.69323779869;0.340958605664488;0.0348583877995643;0.270697167755991;0.10239651416122;0.251089324618736;"gaussian";-1.37252960808586e-12;-4.92502634599004e-12;2011
"78263";33946.5550267772;43391.1971235006;46616.0936986965;49430.6340619224;54326.2202669727;60453.1201738657;43622.3376295495;89816.3767764409;63812.6131620972;57754.6796888253;89080.9808046958;4508.56918369825;147918.270882242;52098.5734831897;20839.7738127544;0.0836501901140684;0.0897338403041825;0.263117870722433;0.244866920152091;0.318631178707224;"lognormal";-4.2570645065458e-11;-6.88263298690788e-12;2011
"78265";20147.1596290337;42567.3608228458;60818.8318243598;73868.2155930091;82849.3746283577;20147.1596290337;42567.3608228458;60818.8318243598;73868.2155930091;82849.3746283577;8458.9950178948;8133.36286513014;8487.73770512563;6450.71170495198;5488.89270296999;0.306451612903226;0.3;0.225806451612903;0.0741935483870968;0.0935483870967742;"gaussian";-1.19522517837344e-12;-1.72853572432345e-12;2011
"78267";17926.3568337537;30413.7185329082;42885.5833625828;46116.226735217;62432.113773207;17926.3568337537;30413.7185329082;42885.5833625828;46116.226735217;62432.113773207;7465.78006601046;6556.03937048597;4127.62839250504;8326.7057788979;5693.90884079241;0.273939393939394;0.221818181818182;0.0521212121212121;0.295757575757576;0.156363636363636;"gaussian";-6.61898997307691e-14;-1.34341020836521e-12;2011
"78291";23842.0421912747;40940.7418442791;51490.4997907202;54377.8041858717;65276.3159873155;23842.0421912747;40940.7418442791;51490.4997907202;54377.8041858717;65276.3159873155;8809.22779138565;5480.70869405651;3912.08246877669;3209.27813876556;4809.22061329162;0.35278030993619;0.273473108477666;0.0720145852324521;0.17228805834093;0.129443938012762;"gaussian";-1.05094442772211e-11;-1.89913771735325e-11;2011
"78297";19132.9242331204;36501.7311424978;48646.8107961147;52619.9265631016;65984.3623214655;19132.9242331204;36501.7311424978;48646.8107961147;52619.9265631016;65984.3623214655;7651.41858903678;8144.10637282294;5398.81895185513;4519.47696426353;4522.9911144314;0.308448308448308;0.286020286020286;0.0230580230580231;0.108927108927109;0.273546273546274;"gaussian";-9.12786740719396e-13;-2.81581623138971e-12;2011
"78299";20348.8183421172;36575.6778430068;45278.7548801216;53265.9076416833;69116.5914628971;20348.8183421172;36575.6778430068;45278.7548801216;53265.9076416833;69116.5914628971;8258.24384811081;6520.74583874975;2352.31825591645;6368.00314219894;5094.67462169605;0.313092979127135;0.244781783681214;0.0531309297912713;0.203984819734345;0.185009487666034;"gaussian";-2.38536015279332e-12;-6.37752761408088e-12;2011
"78310";18722.875292469;23827.7117594258;25960.24811596;27077.2354801289;32535.9007646189;19178.8308801576;38512.3122895975;35807.1205323109;50519.9956121464;35645.8351730636;4258.33904239987;48902.5840102518;34016.4716759961;79576.7991770607;15953.4862254101;0.230723955267805;0.189523248969982;0.294879340788699;0.0659211300765156;0.218952324896998;"lognormal";-3.64240584125221e-12;-1.64912367413578e-12;2011
"78311";19087.2731198732;36228.353078073;50463.7948197366;51386.7012922483;70819.7062924168;19087.2731198732;36228.353078073;50463.7948197366;51386.7012922483;70819.7062924168;8496.97696825183;9079.38987868838;4767.67576720136;4922.86705037444;6524.52315210078;0.307934060721063;0.287239089184061;0.118477229601518;0.0370611954459203;0.249288425047438;"gaussian";-3.55533515502305e-13;-7.67166844574432e-13;2011
"78314";23919.4816524222;40637.8636080195;43612.3483615177;52762.7799858408;64612.5229912423;23919.4816524222;40637.8636080195;43612.3483615177;52762.7799858408;64612.5229912423;9774.13564540615;7679.41550113131;1038.95707409462;7257.30629912636;1445.58978984191;0.283684890228153;0.2135170038743;0.108480413258717;0.352130865260439;0.04218682737839;"gaussian";-8.07878550967294e-12;-2.145396017952e-11;2011
"78321";32054.758431451;35500.4724340955;39514.3352881801;44415.9782007637;59234.4303582672;42905.7590495589;46872.1189378929;60917.4340717457;72430.7991041682;66117.6667619944;38174.5796200057;40409.5016191603;71476.0931715136;93301.0089016147;32787.2843968671;0.08;0.0710679611650485;0.291650485436893;0.18368932038835;0.373592233009709;"lognormal";-2.35247142019197e-11;-1.42753055974076e-12;2011
"78322";30939.7475795576;48593.9279074071;56140.8906800057;67409.1431700318;100146.317602781;40214.2845565599;74934.6330028061;91918.9338978596;70222.8365839984;112046.405387734;33389.4647223564;87962.5819534757;119166.061953627;20500.1777642398;56221.6088094015;0.47503008423586;0.154031287605295;0.237966305655836;0.0634777376654633;0.0694945848375451;"lognormal";-4.5614391433719e-11;-2.63096041429858e-12;2011
"78327";21151.5059641695;42366.7218840935;47159.5485143162;57231.6324238638;78248.4827342596;21151.5059641695;42366.7218840935;47159.5485143162;57231.6324238638;78248.4827342596;9182.38836583921;9008.48771179138;1626.98514777687;5435.64161173147;4116.94147179347;0.316546762589928;0.275950668036999;0.0534429599177801;0.187564234326824;0.166495375128469;"gaussian";-8.22214513711936e-12;-1.36751776158658e-11;2011
"78335";20089.5974910191;27906.4089098254;28423.7361345362;30026.911768877;39225.3424626749;20364.2176719719;47056.6513135792;34116.7261012321;45582.3288571924;39696.9973212459;3378.64422495172;63889.2597520953;22648.3693364479;52061.192357947;6174.51779181418;0.0922920892494929;0.301217038539554;0.247084178498986;0.327079107505071;0.0323275862068966;"lognormal";-3.63363562439885e-12;-2.15953822312299e-12;2011
"78350";35840.2177610716;40838.7507865251;44469.2530723097;50960.12440979;66873.1667609922;63038.4903150841;72212.6487273899;74100.5590744658;66071.7755262782;68216.3601982766;91213.100112628;105308.405544869;98769.7859105695;54524.7377058021;13740.9504845694;0.42624;0.07072;0.21024;0.21824;0.07456;"lognormal";-3.61794476558554e-11;-5.91719971431564e-13;2011
"78354";21265.6304972114;37130.5908006526;42558.7495453962;47222.7460592729;59718.22842935;21265.6304972114;37130.5908006526;42558.7495453962;47222.7460592729;59718.22842935;8667.25690987568;8703.16468330454;4520.37859797993;6001.98489726638;6064.89230165914;0.329394387001477;0.302067946824224;0.0221565731166913;0.134047267355982;0.212333825701625;"gaussian";-2.01011587819898e-12;-2.09746432169263e-12;2011
"78356";20311.6891351006;28424.3649777744;43451.5886236262;56960.4648229671;75928.5500346202;20311.6891351006;28424.3649777744;43451.5886236262;56960.4648229671;75928.5500346202;8410.48409596556;4790.37169891056;8212.27995184991;4261.40107115347;5912.78493449891;0.269295302013423;0.0310402684563758;0.300335570469799;0.13003355704698;0.269295302013423;"gaussian";-2.06207525944649e-13;-3.70098200570329e-12;2011
"78358";31306.0786375311;32256.5873586167;32576.1193953292;39718.969552624;53494.1852491926;50953.0275612017;51204.1240433841;53360.7933760094;50941.3088782118;61663.7636636118;65430.5956153259;63125.3707515653;69228.418809543;40909.3283150198;35356.5787706323;0.238481651789739;0.0538274276440357;0.170318276079704;0.488684518979353;0.048688125507168;"lognormal";-2.86452139622518e-11;-1.14497883815331e-12;2011
"78361";18018.7394061544;18612.9333809907;19618.958618222;27246.3112968217;28421.1262004898;125282.185059284;61324.9077759638;21020.3494906821;80981.5917690521;32477.6982722418;862015.91272836;192518.785034891;8085.68421968698;226661.613895407;17960.8965998123;0.281324388660463;0.120374377840294;0.327634711101493;0.0309997835966241;0.239666738801125;"lognormal";-5.23250320851946e-12;-1.78259780902061e-12;2011
"78362";16626.5398258797;23777.9406432061;35706.5944195421;41939.2475578324;47666.6926666712;16626.5398258797;23777.9406432061;35706.5944195421;41939.2475578324;47666.6926666712;9877.51298334239;7091.63948124865;3168.27444778392;6042.76484521356;7532.33072968456;0.317257830325659;0.28604024061398;0.109520846297449;0.0313213026343082;0.255859780128604;"gaussian";-9.15458768925507e-13;-1.06102645794381e-11;2011
