"id";"medIncome_EMP";"medIncome_OUV";"medIncome_INT";"medIncome_ART";"medIncome_CAD";"avgIncome_EMP";"avgIncome_OUV";"avgIncome_INT";"avgIncome_ART";"avgIncome_CAD";"stdIncome_EMP";"stdIncome_OUV";"stdIncome_INT";"stdIncome_ART";"stdIncome_CAD";"share_EMP";"share_OUV";"share_INT";"share_ART";"share_CAD";"distribution";"optgaussian";"optlognormal"
"95509";17216.8512875885;17420.4912462831;19270.8285768479;20246.9805945307;21473.1087878048;17216.8512875885;17420.4912462831;19270.8285768479;20246.9805945307;21473.1087878048;7465.11287142336;7426.38586841524;890.487491428852;5717.15139101446;5149.11364729702;0.312387202625103;0.311894995898277;0.0513535684987695;0.208695652173913;0.115668580803938;"gaussian";-2.94537317464995e-11;-6.78091052730438e-11
"95504";16659.862305969;19245.9350274503;19925.6263827533;23673.7578479201;30334.0263040215;16659.862305969;19245.9350274503;19925.6263827533;23673.7578479201;30334.0263040215;6840.52569854259;5489.75651940703;7830.44004397094;925.104999735951;5186.05027765036;0.322054380664653;0.170392749244713;0.277945619335347;0.0489425981873112;0.180664652567976;"gaussian";-4.57214367881983e-12;-1.0134150920552e-11
"95500";10714.9822521264;12427.5127099037;18749.3428792176;19217.6105574822;25569.6025658879;10714.9822521264;12427.5127099037;18749.3428792176;19217.6105574822;25569.6025658879;7327.51766631574;7812.95373067388;7796.45677023243;998.239575633897;8433.5583088804;0.324194016845774;0.268293155194114;0.175563946170975;0.0345435182495885;0.197405363539549;"gaussian";-2.72074701012642e-12;-6.63051003702079e-12
"95491";17647.3707043534;18923.1905527099;19166.3315895329;25692.2358352038;29152.1807279639;17647.3707043534;18923.1905527099;19166.3315895329;25692.2358352038;29152.1807279639;7833.25452335981;2236.56939970877;6464.55124820091;7182.04640685951;7302.8606550022;0.348623183112994;0.108903659338251;0.219487254400701;0.0572638959900665;0.265722007157987;"gaussian";-2.42416172746997e-12;-1.13778911724849e-11
"95488";12314.270035592;15879.3841489812;17038.9999483657;19912.3710926227;25496.171527983;12314.270035592;15879.3841489812;17038.9999483657;19912.3710926227;25496.171527983;6421.72141834199;258.91853175126;7618.08023662846;1018.58849710609;3194.31955910847;0.307308076538846;0.287404902789518;0.268423883808499;0.048951048951049;0.0879120879120879;"gaussian";-4.12714682583425e-11;-5.04787988927752e-11
"95487";7271.20408760255;9247.00472859433;14760.9751136924;15154.7314362544;17734.151354847;7271.20408760255;9247.00472859433;14760.9751136924;15154.7314362544;17734.151354847;4941.56144598318;343.156444538652;6813.47751279588;6777.24287029995;1259.02901814881;0.348107719066755;0.0412643195585677;0.380255502908895;0.200683740178732;0.0296887182870509;"gaussian";-8.43259692552538e-12;-4.9916361204535e-11
"95480";14289.5756681937;17396.0641030285;21635.7373218017;26024.5483370392;29629.7762154797;14289.5756681937;17396.0641030285;21635.7373218017;26024.5483370392;29629.7762154797;8445.14324739125;4003.11773978938;7351.73734750674;771.803744097288;6696.44948114806;0.325942576887708;0.253193011137223;0.134055379585164;0.048329416573005;0.2384796158169;"gaussian";-2.42262638446914e-12;-1.47455027541451e-11
"95476";8149.93057438626;17334.9370410639;20336.1669898194;24591.6396516236;26690.1570411377;8149.93057438626;17334.9370410639;20336.1669898194;24591.6396516236;26690.1570411377;6548.64965317654;3203.42428274546;7556.25281356257;7623.12480567424;3877.72364705106;0.318859832238965;0.174137472957073;0.179185486013588;0.286636049645121;0.0411811591452537;"gaussian";-2.21747622785445e-12;-1.21635303337274e-11
"95430";15735.5151842025;18647.2277108767;20446.0079197107;25842.8707123956;30420.4134636474;15735.5151842025;18647.2277108767;20446.0079197107;25842.8707123956;30420.4134636474;6654.44043634241;7618.54693621049;717.691510784602;2678.59525518475;5385.5369413878;0.340279890477639;0.313659872223912;0.123516884697292;0.0482202616367508;0.174323090964405;"gaussian";-3.10101268220672e-12;-8.71844328139084e-11
"95428";16150.919844648;18014.3228517017;18638.5830149585;19115.7504160584;21695.204997317;20571.9746953415;26951.0604154028;32307.3431822947;28992.314800594;22773.793571656;16229.6862408375;29990.6975988493;45741.2096323715;33060.0446063566;7269.89609968664;0.290158433270987;0.0665364726592584;0.250082517328639;0.108592804488943;0.284629772252173;"lognormal";-4.59276718909351e-12;-2.49057990961083e-12
"95427";8608.62080779798;10720.6674753841;10887.6213902078;21122.4608090979;22324.6819582591;8608.62080779798;10720.6674753841;10887.6213902078;21122.4608090979;22324.6819582591;5953.82004467063;589.588031125417;7608.27122725321;5896.32204397576;6546.65048734899;0.271337798385712;0.0485145114202301;0.335651725914477;0.13635583032801;0.208140133951571;"gaussian";-1.69429662728537e-11;-3.05057082722389e-11
"95426";20289.1076614553;20510.8678287256;21485.9187732078;22068.4118184411;28762.8098175276;24345.9867371395;24802.5362885376;26512.0727714879;27529.1079636791;29251.8013322967;16147.2546590216;16863.1415118633;19165.4570908855;20529.3427037566;5416.77329732688;0.126567305417554;0.307310149041874;0.276792051100071;0.191861840548853;0.0974686538916489;"lognormal";-2.84209723408591e-11;-2.11498577849773e-11
"95424";8337.67927391538;14523.5269088822;14847.3458275998;17480.5890887291;22939.5804065764;8337.67927391538;14523.5269088822;14847.3458275998;17480.5890887291;22939.5804065764;6204.05831875771;7077.67910906705;7540.76075158843;569.096755597184;4815.39947407758;0.353649093372911;0.118087371749371;0.265632057817642;0.0466541911337678;0.215977285926308;"gaussian";-2.15564683378019e-12;-2.4086691536315e-11
"95394";15103.6250942861;15439.6509555245;16173.9189391078;19805.0641375324;28990.1538892662;15103.6250942861;15439.6509555245;16173.9189391078;19805.0641375324;28990.1538892662;7749.27224088346;6917.61162990005;802.025306752178;3536.38859343131;6328.36566841108;0.312819909395776;0.28663881861505;0.0549508736835912;0.152203329999412;0.193387068306172;"gaussian";-3.34844904279236e-11;-6.58070108094972e-11
"95392";14705.0623483897;18864.7991387993;20706.1620085958;25320.7788041679;28885.2393640157;14705.0623483897;18864.7991387993;20706.1620085958;25320.7788041679;28885.2393640157;5735.43774323858;7701.83812160931;7072.57446308219;721.614959090229;6428.52402363019;0.262512388503469;0.314667988107037;0.178642220019822;0.0843657086223984;0.159811694747275;"gaussian";-5.62549784080369e-13;-2.57777785367027e-11
"95388";17747.9485532343;17806.7477706969;18157.6395533234;19377.1530665159;19892.1252641231;17747.9485532343;17806.7477706969;18157.6395533234;19377.1530665159;19892.1252641231;7584.97428147495;4257.99238044024;271.924661830068;7713.49231186509;7483.24210657179;0.332807726421602;0.128510889918202;0.0275943628658717;0.349561446733025;0.161525574061299;"gaussian";-1.06751897360117e-11;-5.05010135042935e-11
"95371";17989.0655868422;18198.0679083834;19183.4642208372;22170.8323605583;22703.458381011;17989.0655868422;18198.0679083834;19183.4642208372;22170.8323605583;22703.458381011;812.893917057454;7992.66817897601;8346.91375699064;407.418201118708;7288.4727706335;0.0412903225806452;0.316221198156682;0.327649769585253;0.178248847926267;0.136589861751152;"gaussian";-6.14931583367302e-12;-1.88660612618715e-11
"95370";15647.0304405932;16555.3311185064;16850.1063004298;18292.5064017126;26910.7954493651;15647.0304405932;16555.3311185064;16850.1063004298;18292.5064017126;26910.7954493651;6546.83884963644;6819.35031157149;6380.03765506657;1248.71308982164;2194.71500991578;0.292669381710478;0.299703813402444;0.173269159570529;0.0533135875601629;0.181044057756387;"gaussian";-6.9447880729696e-12;-6.17511381592806e-11
"95369";19118.6339222724;20671.0153587638;26744.3491740364;32445.8573359743;34520.6520415575;19118.6339222724;20671.0153587638;26744.3491740364;32445.8573359743;34520.6520415575;7383.99985335711;7876.30548387051;2129.95201520739;6535.33748466466;7118.77920934074;0.333065488147851;0.330453997589393;0.0616713539574126;0.0713137806347931;0.20349537967055;"gaussian";-1.27770243503349e-11;-1.2968687063538e-11
"95355";12869.5242585895;13009.1818606123;15450.7893966005;18431.9752210729;26413.3573820134;12869.5242585895;13009.1818606123;15450.7893966005;18431.9752210729;26413.3573820134;5963.7465840738;5949.44428788469;472.733917809927;8549.17730098324;5344.40884570116;0.287968241042345;0.299572475570033;0.105964983713355;0.250916123778502;0.0555781758957655;"gaussian";-6.29517461711083e-12;-2.0039651460954e-11
"95352";16817.1151820868;17530.9459575266;20748.8954377472;23944.5908035934;30369.4432072341;16817.1151820868;17530.9459575266;20748.8954377472;23944.5908035934;30369.4432072341;6847.2992092669;7060.45520932972;574.724888846278;1382.21060392261;5949.60677985847;0.306068232662192;0.276845637583893;0.186940715883669;0.059423937360179;0.170721476510067;"gaussian";-2.00285704135699e-11;-4.8978518603757e-11
"95351";8987.39999827743;16886.2582069933;17218.4538194388;18390.658852011;19513.7276849002;8987.39999827743;16886.2582069933;17218.4538194388;18390.658852011;19513.7276849002;4001.32375961542;5691.52985003591;7871.03644904494;1690.79478791356;6682.22620339692;0.244667810737926;0.0904633488600147;0.343711694042658;0.0411865653346408;0.279970581024761;"gaussian";-7.42491448070842e-12;-9.36862169509574e-12
"95323";13796.6281007995;15371.8101351406;15512.8452060502;17037.3056116481;25026.8522303288;13796.6281007995;15371.8101351406;15512.8452060502;17037.3056116481;25026.8522303288;6640.99888190558;6989.11829776227;9325.63148123064;1210.56795735141;7771.60003042403;0.167349686786488;0.349569697324513;0.297904103975177;0.029038112522686;0.156138399391136;"gaussian";-7.27343682058707e-12;-1.4251377360809e-11
"95313";14213.4825259596;16077.7266065478;22632.3454736024;27164.6538025439;31605.7533136159;14213.4825259596;16077.7266065478;22632.3454736024;27164.6538025439;31605.7533136159;7792.8370128423;5915.61479619145;6572.62180583179;850.609528690577;8309.51832418144;0.264206384780119;0.284775138204094;0.134767667712535;0.0669356043627671;0.249315204940485;"gaussian";-6.95575708852879e-12;-8.33553409457719e-12
"95306";12754.5304368337;18561.986071439;19080.8437152885;23586.6310304057;33408.5324929225;12754.5304368337;18561.986071439;19080.8437152885;23586.6310304057;33408.5324929225;7632.76433958453;7322.09438297165;1764.95494214592;5198.28744887961;6226.073115996;0.286190793862575;0.312323157967381;0.0583377424029813;0.201145591313749;0.142002714453314;"gaussian";-3.7197176829424e-12;-9.92318289481598e-12
"95288";14542.5762170447;14639.2981724557;15815.805986414;15873.3261423732;21278.0471222921;23508.5326144669;17835.9938187545;24713.0499553407;18213.9659541144;21925.0485237247;29858.3732508205;12413.7854089879;29671.8715474512;10249.4397237028;5447.77096677374;0.276493048051293;0.161299618183128;0.0588574310208198;0.198977018946762;0.304372883797997;"lognormal";-4.86177243376317e-12;-3.74592812525458e-12
"95280";8767.94028937787;9760.9328625748;10030.6573679832;11083.7469137869;15087.7184971634;10791.381598517;13861.1725783817;14410.5998937173;17750.3129677596;15719.4553818337;7742.86468365039;13975.6678641725;14864.4430502796;22203.6005462919;4596.29579454713;0.045920074971551;0.342816342013075;0.0523015819889774;0.357297454091081;0.201664546935315;"lognormal";-2.61174020111673e-12;-2.4166551187008e-12
"95277";6337.64979376521;13985.711209598;18747.5841621703;20426.5888037777;22154.9568016812;6337.64979376521;13985.711209598;18747.5841621703;20426.5888037777;22154.9568016812;3430.17019172887;3478.68614040851;5712.94970883661;6811.11227308235;2435.2090136334;0.392782678428228;0.254576698361783;0.081269332111353;0.233268415626074;0.0381028754725627;"gaussian";-3.5589714952159e-12;-1.00636838714117e-11
"95268";5436.06060722348;6266.42141449256;7688.2813942438;7818.15685557912;9451.71455597385;5533.14835584959;22360.101262835;20728.791644644;9036.5095989149;16295.7605482082;1050.40769536055;76588.9552704874;51901.7116008064;5237.7279693324;22886.9446979684;0.0448731766903787;0.172432995616871;0.387727240066106;0.354961557806999;0.040005029819645;"lognormal";-3.30366060555913e-11;-1.84269112901434e-11
"95257";17088.6530774792;19410.3871033157;20422.7677928779;26048.7696024882;33566.933215696;17088.6530774792;19410.3871033157;20422.7677928779;26048.7696024882;33566.933215696;7055.148998335;7795.35290492239;3949.00434236016;1612.83203771758;6715.37565478335;0.313372781065089;0.249585798816568;0.0981065088757396;0.0707692307692308;0.268165680473373;"gaussian";-1.04989110210878e-12;-9.76636928832422e-12
"95256";18018.9702850106;20388.8969591113;21404.431329509;22267.025167937;32961.1060499151;18018.9702850106;20388.8969591113;21404.431329509;22267.025167937;32961.1060499151;7417.07731738234;7137.57284761913;6267.55873432801;1226.80153760641;2664.37476327678;0.369061022292276;0.198829092546724;0.246791263229002;0.0653006079711777;0.12001801396082;"gaussian";-5.67145340716846e-11;-8.8586971271214e-11
"95252";12383.0728768437;15506.0788180008;17503.02291455;21468.3066361236;24688.6975908916;12383.0728768437;15506.0788180008;17503.02291455;21468.3066361236;24688.6975908916;7368.22428519573;7834.95144933624;488.268073513918;6777.98238695437;6012.46296995876;0.302275359143689;0.348173766079309;0.0387781290100466;0.135003599261369;0.175769146505587;"gaussian";-1.05102193032378e-11;-2.6250039450705e-11
"95250";13963.8679684461;14826.9104304696;15215.2814013306;16656.079904775;17992.2566268473;18687.7161351267;19664.4887605092;21649.6312578049;23660.0804673281;18374.1382973335;16620.7488804923;17131.7373450027;21914.3934707447;23870.2017623625;3805.71161881359;0.0312617905460033;0.364738856249663;0.0907130922222821;0.225354390125586;0.287931870856465;"lognormal";-1.11768488914483e-11;-6.39159668937174e-12
"95229";12305.7432156402;18314.4023559052;21786.9037767908;22155.0160272617;24595.1594140991;12305.7432156402;18314.4023559052;21786.9037767908;22155.0160272617;24595.1594140991;6711.1830643696;7690.11886933085;1371.46776908005;7422.57283713141;6938.05110071907;0.331268221574344;0.315354713313897;0.0392978620019436;0.168488824101069;0.145590379008746;"gaussian";-1.41240848183059e-12;-1.12917537892957e-11
"95219";8133.28098563958;15968.7328251489;18567.3185216647;19683.6577811391;26607.5231753848;8133.28098563958;15968.7328251489;18567.3185216647;19683.6577811391;26607.5231753848;6668.85876720043;7234.5990522674;8110.69975933038;1301.83275650183;6823.67555727251;0.289036142144286;0.177094486757308;0.330956180932948;0.0375159094123114;0.165397280753147;"gaussian";-9.62454564485686e-12;-1.44840501807287e-11
"95218";10464.5663124242;15426.9793645401;18593.8635887288;19117.9042162738;25026.9189365538;10464.5663124242;15426.9793645401;18593.8635887288;19117.9042162738;25026.9189365538;8120.38805936177;7299.91410813026;5997.2414070167;1008.96687872451;8207.66002722265;0.296582849774339;0.170470664087685;0.195261121856867;0.0359767891682785;0.30170857511283;"gaussian";-7.2306081752198e-12;-2.2173383991025e-11
"95211";17322.1602115347;17622.4456209746;19761.8613941465;21279.6076878365;34140.18958044;17322.1602115347;17622.4456209746;19761.8613941465;21279.6076878365;34140.18958044;6462.67163435839;7859.45722524245;4349.71793740095;4844.98841941359;4268.41280959375;0.284648187633262;0.165245202558635;0.314498933901919;0.0714285714285714;0.164179104477612;"gaussian";-1.43450408041343e-11;-2.1995901405365e-11
"95210";10615.0231501253;22065.8992224417;26085.5242989096;34351.841738907;41920.3689137533;10615.0231501253;22065.8992224417;26085.5242989096;34351.841738907;41920.3689137533;6656.98668664911;6098.79432221198;4890.17157160366;7431.10530134624;4553.17000553127;0.338357428483543;0.277504357633549;0.0702860658258997;0.24013124166923;0.0737209063877781;"gaussian";-2.92248579070167e-13;-2.0937004675578e-12
"95205";17054.9807070957;18473.1647248862;18819.1302840444;19799.199877314;19874.9455723314;17054.9807070957;18473.1647248862;18819.1302840444;19799.199877314;19874.9455723314;6942.9450732323;8653.41968700729;326.462617495244;8195.5709411443;3504.85706804567;0.322976054732041;0.32212086659065;0.162770809578107;0.145667046750285;0.0464652223489168;"gaussian";-1.55213558867478e-11;-2.23465188320144e-11
"95203";13856.8134747578;14894.9296740129;17933.3681438648;23807.0104380895;33545.1142339024;13856.8134747578;14894.9296740129;17933.3681438648;23807.0104380895;33545.1142339024;8605.01468007518;1233.22390622422;6521.69967235262;7077.0335417615;6227.50864253935;0.295944014587748;0.0486176137203686;0.298482085653738;0.222068897540782;0.134887388497363;"gaussian";-5.36203655361781e-12;-1.33539273312406e-11
"95199";12773.6365893782;17287.836151128;20479.7264397715;24000.7625171246;27028.1420926425;12773.6365893782;17287.836151128;20479.7264397715;24000.7625171246;27028.1420926425;6814.88605293943;7195.74581370904;1653.44587905294;7804.62719133157;7531.55587257669;0.312722308051593;0.310889950777854;0.0502640750188625;0.160852225775159;0.165271440376531;"gaussian";-3.76346383678077e-12;-8.50690638467862e-12
"95197";12829.8023880257;13915.5074186605;20729.6190589246;24360.9755527117;27162.2526412976;12829.8023880257;13915.5074186605;20729.6190589246;24360.9755527117;27162.2526412976;8028.31921424853;7817.48896665472;1834.71473963961;8427.13744983589;8006.80962034414;0.30544946927595;0.291885058076751;0.0577343482497959;0.19959438459715;0.145336739800353;"gaussian";-7.73425774036451e-12;-1.0933314783946e-11
"95183";15577.9008043525;16402.024377902;19385.3965137266;22000.1375677902;31469.1496719429;15577.9008043525;16402.024377902;19385.3965137266;22000.1375677902;31469.1496719429;8288.55869458191;7964.65191222254;994.354534644419;4693.21414140679;2973.31491276045;0.326316651650422;0.28413465476288;0.0362847080022934;0.24031452207388;0.112949463510525;"gaussian";-7.00887920177934e-12;-7.59275198573594e-12
"95176";15560.9582208645;16246.195148232;17844.9526935859;19520.0017307289;22400.5986457544;30178.0403385171;36519.812379094;19705.1248337407;21055.9300991832;23415.153854556;50145.0844726591;73522.3890942832;9228.81151693841;8515.58151134597;7126.6042977245;0.221663918766847;0.15207662714925;0.0516343461306953;0.264321792154092;0.310303315799115;"lognormal";-6.99558965566337e-12;-5.60274637852915e-12
"95149";14851.1978330552;19711.0561996562;20998.7258113732;24310.0126409955;29469.5008221034;14851.1978330552;19711.0561996562;20998.7258113732;24310.0126409955;29469.5008221034;5648.57979107988;7136.33560551953;413.052506371461;6391.35033924999;4793.61137363176;0.356120315264597;0.270387646774972;0.160366736368023;0.0617661251407431;0.151359176451665;"gaussian";-3.61258918193716e-11;-5.18022137594152e-11
"95134";11996.0493147416;17386.9306883722;20040.4618428649;22269.5981006902;24606.6945715815;11996.0493147416;17386.9306883722;20040.4618428649;22269.5981006902;24606.6945715815;5009.90910143162;420.201512108545;8993.6050609228;1865.61459805714;6530.6043332363;0.320176649185758;0.144631520839084;0.271460115926028;0.0637593154844052;0.199972398564725;"gaussian";-2.69322940899993e-12;-9.2117339404317e-11
"95127";7933.09582581254;10081.5787146599;10292.1857240478;10903.7769971744;17373.9636434668;8044.65610619685;16703.4690424229;16100.8992104375;17011.9908790946;18083.783324669;1353.87141514901;22065.5793919562;19369.9086385953;20373.2393529127;5221.79686413733;0.0215420294491038;0.281026020372462;0.180473224906784;0.339134520227516;0.177824205044134;"lognormal";-1.58522166798378e-11;-4.2615467499385e-12
"95116";11234.6503073281;12845.8227327142;13554.8871968435;15887.8932156203;16192.7524357164;11234.6503073281;12845.8227327142;13554.8871968435;15887.8932156203;16192.7524357164;7048.21392233261;653.801948492172;1068.95918223946;6556.88008114036;6629.69903614129;0.284136385465023;0.0683528093484873;0.0392188250360173;0.252601248599328;0.355690731551145;"gaussian";-4.95622194100009e-11;-1.33453594581189e-10
"95091";13769.0244219476;17539.1157787998;19185.9782112564;21447.81101991;28990.8326965515;13769.0244219476;17539.1157787998;19185.9782112564;21447.81101991;28990.8326965515;7553.04721805536;7307.98064897689;4795.80107034571;774.462441139325;3671.1562911985;0.352026651860078;0.284934295761614;0.130483064963909;0.048121414029243;0.184434573385156;"gaussian";-1.54429152457273e-11;-3.383347763546e-11
"95063";5511.13117987437;13399.1886698783;16542.736046698;16623.7104267127;17681.9159104026;5511.13117987437;13399.1886698783;16542.736046698;16623.7104267127;17681.9159104026;3784.83124372105;7821.28736902073;2434.84334903423;6777.93698182337;6661.21558822717;0.229089384889448;0.364162213140522;0.0498794928219637;0.275741381117049;0.0811275280310175;"gaussian";-2.38921323079135e-12;-1.04682436301962e-11
"95060";12644.3921858089;15585.4092190804;16502.0303843939;23483.3651881612;29964.4144020154;12644.3921858089;15585.4092190804;16502.0303843939;23483.3651881612;29964.4144020154;5223.59335169559;7250.17021870669;7682.34415939616;1310.95035756881;5896.03849352472;0.158163265306122;0.345138055222089;0.262905162064826;0.0555222088835534;0.178271308523409;"gaussian";-2.47425973201046e-12;-1.54781698764519e-11
"95058";11665.2426081361;13552.5953511786;18387.3470506052;19070.535026256;20570.3891993682;11665.2426081361;13552.5953511786;18387.3470506052;19070.535026256;20570.3891993682;3010.56486161446;8139.53117884539;7863.37788112937;7073.80577855785;1073.69376597365;0.0767772511848341;0.264454976303318;0.387677725118483;0.242654028436019;0.028436018957346;"gaussian";-4.94899971958737e-12;-3.04894091488978e-11
"95052";11837.333595441;12863.4832942239;16340.304754374;17840.4777274143;23528.3861558589;11837.333595441;12863.4832942239;16340.304754374;17840.4777274143;23528.3861558589;6303.07269580721;6350.5143929459;7725.77258532445;1075.05695210752;3130.08393914602;0.337794469102083;0.263707750085353;0.259337657903721;0.0381017412086036;0.101058381700239;"gaussian";-8.20879373742697e-12;-1.39780111827286e-11
