"id";"medIncome_EMP";"medIncome_OUV";"medIncome_INT";"medIncome_ART";"medIncome_CAD";"avgIncome_EMP";"avgIncome_OUV";"avgIncome_INT";"avgIncome_ART";"avgIncome_CAD";"stdIncome_EMP";"stdIncome_OUV";"stdIncome_INT";"stdIncome_ART";"stdIncome_CAD";"share_EMP";"share_OUV";"share_INT";"share_ART";"share_CAD";"distribution";"optgaussian";"optlognormal"
"77121";9397.49387261862;16011.0038555226;17824.0796605279;18031.0106079439;24547.3591211979;9397.49387261862;16011.0038555226;17824.0796605279;18031.0106079439;24547.3591211979;885.148033724384;8954.44549013864;2614.85866205739;6520.01728359789;6466.06374701552;0.177392105667332;0.299953924128398;0.0430041468284442;0.344340347104899;0.135309476270926;"gaussian";-2.4093570519637e-11;-7.79605235578494e-11
"77118";15165.6613861874;16696.6221504056;20015.9634399216;25084.9535964052;29406.2024505468;15165.6613861874;16696.6221504056;20015.9634399216;25084.9535964052;29406.2024505468;8080.47303773004;5477.25221775483;480.666620703414;1625.25130319237;6290.91249758924;0.284491099071207;0.292279411764706;0.167956656346749;0.0546149380804954;0.200657894736842;"gaussian";-9.50426595020307e-12;-2.57171354622977e-11
"77114";16378.2738193102;16894.8702205948;19831.7181296097;22892.2639150502;26054.5091872485;16378.2738193102;16894.8702205948;19831.7181296097;22892.2639150502;26054.5091872485;3835.43452765708;9321.75649053029;7982.82446703261;6644.52148072947;3916.75655813823;0.288289653082866;0.315406756552038;0.056203605514316;0.181942129980306;0.158157854870474;"gaussian";-7.03799751087999e-12;-3.19892295227617e-11
"77108";11970.0524776605;12080.918194833;19698.5563759618;20264.2136753435;23908.0171154833;11970.0524776605;12080.918194833;19698.5563759618;20264.2136753435;23908.0171154833;7259.79666307103;7789.21541173558;1752.79216674306;6666.22028469349;7105.93261655707;0.203593234612955;0.328502584976724;0.0479565817484268;0.138419070344118;0.281528528317777;"gaussian";-2.08339944146878e-13;-6.29892412966329e-12
"77107";13045.3277081457;15323.5576595462;15914.320494776;18438.6746267713;24226.2785851806;13045.3277081457;15323.5576595462;15914.320494776;18438.6746267713;24226.2785851806;6159.38656492098;546.499468140019;8192.67005116163;8386.30044840685;2345.67028039787;0.247029027858952;0.130333138515488;0.284628872004676;0.270407169296708;0.0676017923241769;"gaussian";-1.00094466071601e-11;-1.07902179369788e-10
"77100";11426.6713870086;15845.2924513078;16468.7429829695;16515.7348373091;21437.3943444802;11426.6713870086;15845.2924513078;16468.7429829695;16515.7348373091;21437.3943444802;2726.71843070876;7947.13790211531;1023.89061346922;8091.76809293865;7370.67297087512;0.0436560432952495;0.321828021647625;0.132892363199038;0.204930847865304;0.296692723992784;"gaussian";-3.12811635721953e-11;-6.99812490494948e-11
"77099";10677.7350703458;12246.601201411;12558.5121225238;12884.8159332232;16147.3210803166;12366.6947534283;17168.4671233959;16128.0451940342;19363.3996059967;16508.7579122623;7225.4870158204;16868.0844096492;12995.3644428716;21721.8229432866;3512.46609141868;0.370188195038494;0.223481608212147;0.08169375534645;0.0699315654405475;0.254704875962361;"lognormal";-2.89680481517372e-12;-2.16455488084824e-12
"77096";15822.8799582224;19915.0409385883;21354.4375843345;25377.0565863671;32345.625988912;15822.8799582224;19915.0409385883;21354.4375843345;25377.0565863671;32345.625988912;5812.90430742309;7151.57064362935;1426.53822956237;8910.79386922759;3769.58458045077;0.243697478991597;0.302078726227333;0.108580274214949;0.235957540911101;0.10968597965502;"gaussian";-1.29245645017771e-11;-5.7838611525163e-11
"77088";13419.0401037019;13748.7957954318;14747.4393835221;15326.8745558152;25823.0680296378;13419.0401037019;13748.7957954318;14747.4393835221;15326.8745558152;25823.0680296378;6207.60847935336;378.514254512265;6615.06132515498;7453.79367563561;1512.75058955509;0.302698145025295;0.0885328836424958;0.194772344013491;0.370151770657673;0.0438448566610455;"gaussian";-2.49163984252918e-11;-2.63425612081307e-11
"77083";10422.4845007624;13972.8201590582;18900.6639347548;23782.7074343049;24254.4564183486;10422.4845007624;13972.8201590582;18900.6639347548;23782.7074343049;24254.4564183486;5935.08464999291;7568.64043980129;1780.10667967357;6219.68974354938;5973.27119719948;0.333526147781563;0.290635644964329;0.0363133877498554;0.177967735715663;0.16155708378859;"gaussian";-1.67901610172816e-12;-1.34332904280491e-11
"77079";8014.06067911257;13402.961265111;15358.5029653916;15836.3218566723;16795.7158916156;8014.06067911257;13402.961265111;15358.5029653916;15836.3218566723;16795.7158916156;3596.23711890125;626.495300442912;7340.12332160565;6798.07489597416;1981.89165580933;0.245639937252007;0.0281443203838701;0.333118021592692;0.312448094491095;0.0806496262803359;"gaussian";-5.90198137303291e-12;-4.55239862352406e-11
"77069";12529.5556520951;16012.7067335083;21612.7393295402;23309.7186837045;30473.9659327508;12529.5556520951;16012.7067335083;21612.7393295402;23309.7186837045;30473.9659327508;5386.11182716073;7824.25072476846;6619.97197199678;727.124550704622;6017.72351322167;0.198055555555556;0.311666666666667;0.192222222222222;0.0825;0.215555555555556;"gaussian";-1.03138782410862e-12;-1.58014638233936e-11
"77067";18786.131459468;19388.6878588024;22139.3390603756;26755.3965481511;29999.3164320643;18786.131459468;19388.6878588024;22139.3390603756;26755.3965481511;29999.3164320643;7883.45993102994;4765.03193312275;514.457415058102;7525.36130838706;2200.21311667249;0.371306178755536;0.251796994118928;0.114571988673492;0.228708342409061;0.0336164960429826;"gaussian";-7.06382047795425e-12;-3.95228061955862e-11
"77061";14771.6527557871;15665.5641036325;16110.3198720742;19546.1385077581;23579.6907189217;14771.6527557871;15665.5641036325;16110.3198720742;19546.1385077581;23579.6907189217;8427.42070595355;7754.87742593476;2779.6515331646;6761.26472382782;1053.86934727162;0.334734629532317;0.0470310036784025;0.305044666316343;0.25275880189175;0.0604308985811876;"gaussian";-4.14095715839568e-12;-1.46877265551188e-11
"77058";12610.082725747;17206.521892656;17230.1082242428;17935.2037734595;23248.3548245906;19884.6964400497;27898.6322423778;22831.8478044045;20653.8631268217;23949.2239458346;24244.4755037499;35606.9375180676;19850.9176606378;11795.1784293885;5924.85249766154;0.0451580139849213;0.288331575452166;0.0984804093909918;0.281534434938865;0.286495566233056;"lognormal";-9.27365482445988e-12;-8.02237815019614e-12
"77055";15942.5736357523;15972.5027843632;16371.3089804464;16615.2949533466;17545.4703511764;15942.5736357523;15972.5027843632;16371.3089804464;16615.2949533466;17545.4703511764;6346.35302067049;7086.64306196406;9348.14456702266;658.57724153446;2330.233936222;0.217412217412217;0.263107263107263;0.387205387205387;0.0351130351130351;0.0971620971620972;"gaussian";-1.21893930546293e-11;-2.05844283850013e-11
"77053";13924.5877370438;14884.1525966831;15879.0316816271;16406.341912245;19104.271039468;22560.895852987;22484.0641361728;28079.9218755274;18330.6314829893;19775.5271073326;28760.6112780469;25456.9375273483;40953.5271842782;9134.75427735437;5288.14932711693;0.134571800111462;0.206910644621958;0.0516440646479658;0.2777633289987;0.329110161619915;"lognormal";-1.42538106387763e-12;-1.31180753449327e-12
"77051";11729.2112072706;12097.5283546299;12381.6659607738;15384.8181752264;17558.1253908426;11729.2112072706;12097.5283546299;12381.6659607738;15384.8181752264;17558.1253908426;6680.14035375416;1284.33800525963;189.045675978065;7133.45643270016;828.465721443295;0.400827667750517;0.193910730121194;0.0464085131540053;0.2926396689329;0.0662134200413834;"gaussian";-2.11076800099015e-12;-1.69253364153477e-10
"77048";8932.1910786901;13988.657787788;19021.4235687573;26016.1067190805;32945.0294455113;8932.1910786901;13988.657787788;19021.4235687573;26016.1067190805;32945.0294455113;3123.17115842344;6236.60143931752;6411.03302141352;7914.32206868894;3707.96109404259;0.18510208660534;0.247027148306035;0.216513349786852;0.264078976890285;0.0872784384114876;"gaussian";-3.00551162581689e-11;-4.1259289115145e-11
"77042";12564.8739871864;16962.5351053094;17746.8216870908;18497.9543114513;28106.7369323583;12564.8739871864;16962.5351053094;17746.8216870908;18497.9543114513;28106.7369323583;4193.11692337157;7960.35150526277;8133.67338029503;956.916749325428;6196.29172882558;0.228871728871729;0.26984126984127;0.283354783354783;0.128485628485628;0.0894465894465895;"gaussian";-3.16487696930397e-11;-1.16122256599511e-10
"77040";17710.1715193392;18505.2789442679;22454.1163326434;24073.7840909524;33843.6321460384;17710.1715193392;18505.2789442679;22454.1163326434;24073.7840909524;33843.6321460384;7029.4037358248;7094.2439830937;7751.80484447069;2304.31121988665;4158.56042797271;0.237787464301819;0.304073350368255;0.224109424319856;0.0841725537351571;0.149857207274914;"gaussian";-2.85296820364862e-13;-6.59707312683293e-12
"77037";18585.4366607475;19329.2752005992;27994.0492500695;28296.4760831125;39993.3228311972;18585.4366607475;19329.2752005992;27994.0492500695;28296.4760831125;39993.3228311972;6605.15880511363;9354.72744918542;7582.47848010156;1054.42247464248;5635.15791230905;0.286859688195991;0.332293986636971;0.217817371937639;0.0734966592427617;0.089532293986637;"gaussian";-1.83004841497722e-11;-1.06547734306395e-10
"77018";14369.4012976061;15386.4251565436;16110.5874476119;16278.9534210432;23087.5104310168;14369.4012976061;15386.4251565436;16110.5874476119;16278.9534210432;23087.5104310168;7277.881048267;318.270162841018;7922.70459554418;606.134050337095;3579.13865645496;0.395644084491627;0.147641457808909;0.2845572945168;0.0279085038853015;0.144248659297362;"gaussian";-6.56667079055256e-11;-1.12363281132353e-10
"77014";10032.7015499324;15920.1421774924;17288.5720914453;17694.763558656;25037.5299184024;10032.7015499324;15920.1421774924;17288.5720914453;17694.763558656;25037.5299184024;6618.57124698162;7665.46326878667;1634.78897738457;5065.88199810684;8298.20012919605;0.326628506933247;0.173129635601419;0.034706546275395;0.192639471138342;0.272895840051596;"gaussian";-1.14213623517316e-12;-2.24692693151819e-12
"77005";16324.4323076021;17983.4632003994;20514.5765597422;27370.3505692898;28837.0477189263;16324.4323076021;17983.4632003994;20514.5765597422;27370.3505692898;28837.0477189263;6238.60033766218;7345.54459134707;715.954746550257;3822.83784142639;4451.0627668376;0.336146788990826;0.26;0.185137614678899;0.0662385321100917;0.152477064220183;"gaussian";-6.80480867724107e-11;-2.85254528671054e-10
"75101";14993.8833313692;16166.7657331892;16420.1222608933;19993.3106982178;23710.6679143196;24152.1202294297;28983.2810749464;32327.243788133;23326.5396179941;25877.6388959845;30499.3642705279;43125.9312989559;54823.1100217847;14019.7944813064;11313.5017395322;0.193217517385817;0.0557688693177241;0.463657600085922;0.0899229385387858;0.19743307467175;"lognormal";-2.59301548574093e-12;-2.46489037044728e-12
"75102";5822.72302965559;16650.1046103298;23890.2301627074;29217.786193933;38954.7353257648;5822.72302965559;16650.1046103298;23890.2301627074;29217.786193933;38954.7353257648;6253.98344065009;3711.98702223029;6247.02081737523;2023.31135004956;4206.2735856226;0.418018018018018;0.109020131242353;0.213346680013347;0.0672005338672005;0.192414636859081;"gaussian";-4.22372672890086e-12;-7.5398260431388e-12
"75103";8225.17055730473;21584.8924917741;28594.2655610508;31873.9536070091;41746.3619225662;8225.17055730473;21584.8924917741;28594.2655610508;31873.9536070091;41746.3619225662;7599.86169918229;5524.67531780295;5281.69472851175;4071.56142812412;5578.74568378406;0.45756239242685;0.214030228055077;0.0713075516351119;0.0725446428571429;0.184555185025818;"gaussian";-4.41638605827056e-13;-2.49011061040142e-12
"75104";15616.1169594919;16420.5649679218;16816.6011596423;20516.5130561271;22366.0467183286;32419.9002150941;28112.409351994;33432.3678891537;22075.3790050356;24600.9312257887;58982.8362252208;39065.4055265234;57445.0595732958;8767.43327933941;11269.0205273153;0.194610349276124;0.050488158376734;0.471594438339147;0.207176644846863;0.0761304091611321;"lognormal";-4.27611486491048e-12;-3.80364810055849e-12
"75105";13672.7643917292;14221.315315001;17263.3567281286;18918.1568267574;23560.2795372302;28628.9573830778;31198.420491435;35077.2071505114;32753.9557758794;26817.4687057312;52667.0210440962;60918.1860491468;62043.7246673006;46292.9830774346;14580.6944938644;0.160594999734217;0.21303400251608;0.0628222619912469;0.0395485231319879;0.524000212626468;"lognormal";-2.70222791715377e-12;-8.65561119730695e-13
"75106";16174.5039754626;16379.0676020909;27420.4906155088;32328.5136648358;33702.2016025208;16715.1474143442;30719.6416170931;31924.9392581124;37498.3700255172;38704.4335977208;4357.77038999289;48743.2788242921;19035.7204551616;22038.2558627636;21856.1439308479;0.0387644305772231;0.533453978159126;0.175438377535101;0.164355694227769;0.08798751950078;"lognormal";-1.29489675073027e-11;-1.11298285947779e-12
"75107";17978.635704064;18605.2753150396;21759.9979638787;28733.6213463209;30146.9370307548;37098.7266933324;19214.321106756;30686.3222862835;33570.998684085;35811.5190076139;66962.8325002465;4956.46862910614;30512.6434290117;20283.3182759848;22961.4189435333;0.493998215947875;0.0479851846106112;0.167574852621781;0.197671036301582;0.0927707105181508;"lognormal";-6.82680565964838e-12;-8.22452968112903e-13
"75108";11546.5924740335;21361.4159702692;25551.422742135;27057.9021567801;28792.6338057284;32860.5433477125;28386.1786490444;32980.838286832;33608.0581452942;35465.7204827685;87554.6595784644;24841.554346741;26916.6853774659;24759.8299419386;25506.7764265731;0.446191146566557;0.0972808801293081;0.160344647791856;0.0601699775796444;0.236013347932635;"lognormal";-4.81185030510849e-12;-1.94798751437752e-12
"75109";12508.0247356636;14913.1760810646;15724.1807261675;22965.7061585659;23925.8387091769;29048.6408834229;35168.260709327;23740.4335491934;26759.0009580324;25626.2966566754;60888.2195207701;75107.9944662693;26854.07844252;16002.3773035559;9831.79498532567;0.20469679556517;0.449592685235262;0.0661252704164413;0.0711364250946458;0.20844882368848;"lognormal";-3.58321941920992e-12;-1.07954478495099e-12
"75110";4868.21000054567;7568.33463645713;11879.2684843097;13706.2327646151;20599.5079073837;5344.46411743196;12527.7032883858;27985.8735833784;28041.6177707807;21557.0863703186;2421.16267324328;16524.9269990348;59696.3576354176;50050.3020734662;6648.95142029475;0.0569109201606287;0.231000906774904;0.349000388617816;0.235189343235891;0.12789844121076;"lognormal";-6.25982046214316e-12;-8.93184423211774e-13
"75111";5139.68522765827;14990.4570740836;19696.9810105332;22255.3338844636;30207.2018500106;5139.68522765827;14990.4570740836;19696.9810105332;22255.3338844636;30207.2018500106;4406.88823925465;3964.04345208663;4765.3287088669;2162.96106764139;7250.44095967242;0.374700534828609;0.217149480063713;0.0955860452467593;0.0554253376672149;0.257138602193704;"gaussian";-9.35861985353169e-13;-1.85464572187042e-12
"75112";9596.73968748748;17048.8028368652;20811.8248224705;23085.5507146567;34977.8559125364;9596.73968748748;17048.8028368652;20811.8248224705;23085.5507146567;34977.8559125364;7773.95116744936;3234.04296708107;6040.91326192021;6385.01830625534;7348.45935501158;0.382670017603172;0.0471091002305263;0.0747865929078218;0.266370770846852;0.229063518411627;"gaussian";-1.51849960383075e-12;-2.35211796475919e-12
"75113";12520.18865666;12604.3895837287;12947.2424099996;13893.0789320825;20349.1755315799;29839.8158911255;17873.6888631479;30351.643801101;15251.1221746313;21417.8153618569;64555.393929241;17970.600918496;64353.5997903046;6906.15265751862;7031.70471004923;0.264150163432948;0.0940942684788482;0.345778055989441;0.0409187677716722;0.25505874432709;"lognormal";-3.0911940809731e-12;-1.04328450647253e-12
"75114";10776.7478775126;18472.5895533986;22639.3633109466;29203.9005000307;37349.0233587996;10776.7478775126;18472.5895533986;22639.3633109466;29203.9005000307;37349.0233587996;8687.21806790657;4145.27472999234;6255.62730682054;3306.33841266536;6848.3115393494;0.436386010413138;0.0631408421634715;0.235526167194333;0.0478248848285181;0.21712209540054;"gaussian";-1.19206664479979e-12;-2.45605713052625e-12
"75115";12790.0862295276;14905.7878044467;19727.347603228;22740.4636894139;24415.9020250139;25403.7576665544;27492.9257972184;34145.9063677031;26214.0365286375;27123.7274774762;43595.5268295331;42609.4435099189;48241.1306363976;15032.0807500488;13123.7387919285;0.198079047837835;0.23496876811832;0.0552240928533141;0.0496078238324965;0.462120267358034;"lognormal";-2.59436414281433e-12;-1.98619240510663e-13
"75116";14609.4978776792;19152.5119313986;19449.0152091896;29232.311930207;29813.1109042456;31850.6869524801;32739.3943533709;30101.1527575766;35135.0841550786;35370.1035033231;61703.18581519;45389.4186879248;35557.1103981919;23428.1942714515;22579.6305055382;0.465015761593708;0.0515817562712366;0.102964912850844;0.212721935155395;0.167715634128815;"lognormal";-4.53253439009367e-12;-1.34748972455071e-12
"75117";11123.5610022051;14662.4685081766;15304.9951355611;22707.5662811942;23724.6219655875;27271.8838943953;27910.7720512572;30104.4692729018;24944.6081690006;25979.6100435652;61048.4810773977;45207.786876421;50991.0683333676;11341.866092448;11593.1681751093;0.41227546706324;0.0793904891810567;0.22007937785945;0.221566528686855;0.0666881372093978;"lognormal";-8.32337722016781e-13;-3.64973636274732e-13
"75118";6606.12645918317;8676.2327685233;9537.48924918656;10186.9707360528;20241.2359536652;12042.4212370565;15686.6589500428;20550.9614323107;20464.6753338947;20910.7435138447;18354.4315350698;23628.4855859814;39224.7446635104;35656.1761918427;5422.5748497753;0.29568034021831;0.0528203249591666;0.272116806817587;0.246685818636538;0.132696709368398;"lognormal";-7.15280555181212e-12;-3.00353717474511e-12
"75119";4652.3309328109;7287.15855152905;16432.1166977882;22223.4631056935;27178.6068904549;4652.3309328109;7287.15855152905;16432.1166977882;22223.4631056935;27178.6068904549;3322.0165065378;6408.41363939643;5585.03777818382;7528.68288527429;5071.50175669789;0.255627365135922;0.296473538906683;0.252689700484557;0.0547763900207848;0.140433005452053;"gaussian";-2.70292173612955e-12;-4.76822495456946e-12
"75120";4828.48754530135;9785.33164643103;19727.6245494207;21421.6968242899;30027.2145199535;4828.48754530135;9785.33164643103;19727.6245494207;21421.6968242899;30027.2145199535;3247.14822487525;6986.84558370395;7646.8571554273;8416.97882794222;2852.86486599787;0.269847075674785;0.282012335579127;0.275908764738895;0.127803635896591;0.0444281881106014;"gaussian";-4.1394981883375e-12;-6.03517470827624e-12
"75101";15430.2690293731;17406.2814366585;21328.5846515168;22740.532283622;23387.6415924779;28714.1212643493;39057.1876637815;24483.0125256461;25391.4065914545;25170.852725482;45063.1774971524;78454.3060913619;13799.1023320182;12612.3896708677;10014.8739651662;0.192981536566509;0.469173011151442;0.0865252316119141;0.0550233905101359;0.196296830159999;"lognormal";-1.88494207030966e-12;-3.50908897445689e-13
"75102";6156.72917780974;17793.5877105189;27271.7591804804;38623.0914743712;41828.2177911581;6156.72917780974;17793.5877105189;27271.7591804804;38623.0914743712;41828.2177911581;6070.44458495525;4430.32201956691;5647.05370777284;5331.58004307073;5160.82873541001;0.429251591504841;0.187514042689777;0.214208527256192;0.0649547959129086;0.104071042636281;"gaussian";-3.97936777292245e-12;-5.41565421520558e-12
"75103";11241.6126974938;14940.401958821;15041.8756400639;19901.9028850969;23017.2085188194;29107.7315758113;27259.866584859;29645.8491748746;23182.9712241313;26005.2704876979;69520.5329841413;41602.0727154325;50349.0802626882;13849.8332840034;13674.1757617957;0.465732169156322;0.0685159373027562;0.215594098464128;0.0695942036608458;0.180563591415948;"lognormal";-3.24416066221017e-12;-1.4771179721204e-12
"75104";14470.7281836475;16494.6285150425;20890.5470104628;21103.1114594515;21587.9217347575;50602.0400374155;37550.5796760499;23570.9327877173;24100.1200575585;24368.6588389137;169558.336144548;76796.2716325004;12317.3580635781;13292.3402412462;12760.7033458492;0.475139168541987;0.0500769868530143;0.0731809388448024;0.190493110663666;0.21110979509653;"lognormal";-7.77942233834117e-12;-1.46036884453359e-12
"75105";17444.5690147587;19983.9865517912;23212.7530632455;23699.006093426;25104.227789297;43566.0282764447;22325.2914722042;26243.3304223274;26573.5070398648;28533.0051506539;99698.6047635889;11118.8995049175;13840.9163762485;13479.2357058943;15413.5783222797;0.527548292775764;0.0400010380892238;0.158745469173075;0.21354360407277;0.0601615958891667;"lognormal";-7.2569248805497e-12;-1.71934939254214e-12
"75106";19621.77264319;21438.4868731605;28707.6891179771;29028.7868337605;29527.3994888133;36767.1453694461;34161.679286802;32477.3375986678;33184.0868076619;33134.5594907075;58262.8894674365;42381.9733263255;17181.2670974181;18379.8645364253;16870.9946873093;0.53462423665879;0.178396293000276;0.0852241691472059;0.03882529843189;0.162930002761838;"lognormal";-1.41476831981701e-11;-1.78815992664187e-12
"75107";18225.4406855465;22208.4128023477;24257.3048490321;28091.1048078338;30617.6203669991;41557.2859978318;25218.4073299497;45727.9996450989;33735.3300865007;36309.0764376373;85159.1940807063;13567.3488023621;73074.5475570665;22433.9328587677;23144.8919603422;0.496466683152308;0.17032679614236;0.0480065054878165;0.195340587015655;0.0898594282018603;"lognormal";-7.28265748498447e-12;-1.79471307174053e-12
"75108";11521.1375905946;26797.6577584545;27051.2680300632;27186.0980580313;28138.2259572167;33799.9849219027;34119.5525394444;34377.4575281914;34055.8630560856;36005.0698505333;93221.8744086141;26889.8410949078;26959.4453653279;25694.5192839145;28743.711595495;0.452370523061067;0.0956776603968049;0.163868848234991;0.229850553980933;0.0582324143262046;"lognormal";-9.8398990750318e-12;-2.58491954618534e-12
"75109";9605.96811175906;21239.991094972;26689.7135874771;32597.5401312663;43612.197084856;9605.96811175906;21239.991094972;26689.7135874771;32597.5401312663;43612.197084856;9289.22031877109;3919.29343263593;6568.6792535519;3642.35793086428;6465.11585112357;0.45694068422348;0.0652842727048979;0.209816227746329;0.0690868816145705;0.198871933710723;"gaussian";-1.59487047880329e-12;-2.79724106258354e-12
"75110";4915.33579343557;9984.40582330525;21309.2513770908;22404.6845803857;34091.7364931852;4915.33579343557;9984.40582330525;21309.2513770908;22404.6845803857;34091.7364931852;3451.39848425984;8031.12673938274;7183.26679363847;7344.49231882393;4813.03764851391;0.23499467451914;0.35807071403212;0.227768727941023;0.0552388112691352;0.123927072238582;"gaussian";-3.32424080672692e-13;-8.88543404631261e-12
"75111";7034.76709988575;8813.07076644401;10659.4724704732;13474.515273899;23085.6554571356;10494.0356149551;17125.8209774761;20791.816544273;43599.8960958518;24726.1172923669;11616.1195647178;28534.6280647614;34820.1719577298;134171.197718982;9485.58683739566;0.0532450531191783;0.212668672272292;0.383806517798701;0.0927492951009516;0.257530461708877;"lognormal";-3.37871663778949e-12;-1.69045660670479e-12
"75112";10061.8451202641;16806.0280683488;21530.5916658474;23802.9100885942;36091.5638139612;10061.8451202641;16806.0280683488;21530.5916658474;23802.9100885942;36091.5638139612;8331.70600186321;3091.83389664234;6014.68733711348;6374.04765836183;7094.86980927748;0.389793087039204;0.0452489796061183;0.0741856530783267;0.26550010234555;0.2252721779308;"gaussian";-6.80254445992687e-13;-8.68003326649647e-13
"75113";8000.2971580903;12847.8684091861;13938.2527408833;14754.628724748;21092.3988438603;28154.6260137486;17416.6198664938;23659.6734417209;24718.1219268274;22286.7582958167;94997.3599779809;15940.3637386265;32452.4302519124;33223.217889751;7605.52167251592;0.255465735939945;0.0933144880402097;0.350480627086744;0.040056824327735;0.260682324605367;"lognormal";-3.61448556454446e-13;-2.5849961664434e-13
"75114";11397.2376503142;21698.6897919417;23332.099320168;27586.179600533;37717.2682908043;11397.2376503142;21698.6897919417;23332.099320168;27586.179600533;37717.2682908043;9180.4776298886;5878.29595912785;6824.53656220145;1279.41862049714;6218.42412840685;0.440578179961095;0.214487780525733;0.0630473993569402;0.0464774211811872;0.235409218975045;"gaussian";-1.20186199454705e-12;-1.73845318450454e-12
"75115";14533.4975351346;15729.94352306;17083.171965059;17410.8472163367;25168.2233018841;30400.7087554215;29432.3104647052;25104.6066233724;30150.2524751175;27790.4154650047;55853.7589463089;46546.0459401136;27033.6235612738;42625.7044345598;13011.9727567939;0.235474153796954;0.196125081693297;0.0547422891722712;0.0482722873801161;0.465386187957362;"lognormal";-2.87902273699406e-12;-9.2640271045207e-13
"75116";15083.7979260366;21469.7557425851;22065.9224866355;28763.5254678044;34495.8350081236;37668.1784191098;31636.2905463098;34533.8210305901;33778.9106183731;38340.8997603691;86196.0514557954;34238.6720797955;41574.4399086724;20799.0292476371;18600.4178933456;0.47042423141126;0.169715724157835;0.0505717762207364;0.209557454647163;0.0997308135630058;"lognormal";-1.66322194909383e-11;-1.11044421883737e-12
"75117";10026.2961749096;14606.9871092948;18598.8305527852;19847.489944651;23828.2514849518;23352.4743802945;42629.8112225975;23996.7460396386;24013.97817778;25978.3483476678;49122.487550964;116881.66247859;19564.1961617649;16356.3043455283;11282.1487406379;0.216823254214603;0.419279928575724;0.0647058914233816;0.0777833802864681;0.221407545499823;"lognormal";-2.75269603163285e-12;-7.93022978696096e-13
"75118";4823.98600200339;7578.51914412204;16053.0341963241;23918.95385612;28221.7083515894;4823.98600200339;7578.51914412204;16053.0341963241;23918.95385612;28221.7083515894;3625.61619374951;7195.91550072959;4068.33336740667;7730.56700988679;6014.80348151829;0.3039269966847;0.267039776934314;0.130774926456364;0.247301398829972;0.0509569010946495;"gaussian";-9.83977064296109e-12;-2.05480693534409e-11
"75119";5452.29035474974;9322.8836056123;10164.9746296955;11285.6720689098;19915.0237640147;8061.64416558822;16425.7107438112;18157.1142765979;22564.5164326021;21043.8950381564;8780.15210669509;23826.8315133866;26874.1477567871;39067.1249743818;7185.24780919071;0.294619934577523;0.0530830877695464;0.253452427945006;0.259336778876312;0.139507770831612;"lognormal";-6.97597323147632e-12;-1.56805536813645e-12
"75120";5464.15514431034;9452.96064184435;18322.8006960725;18936.6072115795;20642.1640891607;8074.15535751292;17520.0192859773;28175.6152109319;20201.7080408156;21365.7888544397;8783.68163512859;27339.3888395733;32914.0089060385;7506.70852317246;5706.71490143561;0.282942109318819;0.277652357975052;0.269246447429541;0.0429626399461545;0.127196445330433;"lognormal";-2.53185703616658e-12;-2.03873751083256e-12
"77005";16491.8418468833;20913.1063318253;21956.2940665931;22537.924500525;26137.9745729268;16491.8418468833;20913.1063318253;21956.2940665931;22537.924500525;26137.9745729268;7469.81042633951;1467.25974391401;7782.770438537;5926.17077741027;7723.46054981649;0.335466021096317;0.0659692201279613;0.256873595019886;0.147760677848867;0.193930485906969;"gaussian";-4.22920150299988e-12;-1.26403708257e-11
"77014";12392.6439173831;14962.1710026855;16848.2104853974;21401.8886264464;27915.2714591509;12392.6439173831;14962.1710026855;16848.2104853974;21401.8886264464;27915.2714591509;8811.37714109098;7119.1653881589;4598.34810988523;1444.40316849353;6609.69618775244;0.323279943190784;0.273749408237336;0.171157487770238;0.034223607385198;0.197589553416443;"gaussian";-9.0201368242178e-12;-2.24835126865607e-11
"77018";15709.7219704688;16010.9542186707;17828.1735288352;20641.4745916128;23889.7447288632;15709.7219704688;16010.9542186707;17828.1735288352;20641.4745916128;23889.7447288632;7851.69685523212;8087.15899410844;457.041829869151;8655.5221888721;1194.90818990767;0.384780060145777;0.293185177633926;0.140374127121668;0.15326978948978;0.0283908456088486;"gaussian";-3.16156610798548e-11;-6.9000024609373e-11
"77037";16041.3815298088;21439.8368187579;27564.4242455109;29971.8933633309;40088.747825651;16041.3815298088;21439.8368187579;27564.4242455109;29971.8933633309;40088.747825651;8655.30417190899;6595.54055197354;658.630106109194;6379.04288413057;5618.363870855;0.286653517422748;0.339688801227263;0.0699101468332238;0.213675213675214;0.0900723208415516;"gaussian";-3.11359820934788e-12;-5.86344528962439e-12
"77040";17939.2363968135;18905.6872906211;21802.4041389048;28394.8817898181;34850.2777000407;17939.2363968135;18905.6872906211;21802.4041389048;28394.8817898181;34850.2777000407;7691.91585943036;7267.14284554674;6543.24599332099;5966.63747096426;7314.61379118903;0.303815640347563;0.232791839818663;0.231658481299584;0.0819040423120514;0.149829996222138;"gaussian";-6.04351474983712e-12;-8.07245719103124e-12
"77042";13771.772419557;15502.7834510961;18307.662860109;18783.6558377027;29411.192761176;13771.772419557;15502.7834510961;18307.662860109;18783.6558377027;29411.192761176;5577.39139667536;7421.72155475926;8049.56918040713;990.559428410375;6693.39449822781;0.281191806331471;0.280881440099317;0.221911855990068;0.0830746948065384;0.132940202772605;"gaussian";-2.1286870780856e-11;-7.92482011571724e-11
